ticker,index_id,avg_net_expense_mer,avg_time_existence,avg_time_since_first,avg_aum_index,avg_lend_byaum_bps,avg_marketing_fee_bps,avg_other_expenses,avg_fee_waivers,avg_creation_fee,avg_stock_tweets,avg_ratio_tra,avg_highfee,avg_tr_error_bps,avg_perf_drag_bps,avg_d_uit,avg_mgr_duration_tii,avg_mgr_duration_tsi,avg_mgr_duration,avg_ratio_tii,avg_mer_bps,avg_mkt_share,avg_spread_bps_crsp,avg_turnover_frac,avg_qs_dollar_tw,avg_qs_percent_tw,avg_es_dollar_ave,avg_es_percent_ave,avg_rs_dollar_ave,avg_rs_percent_ave,avg_profit,log_avg_volume,log_avg_aum,log_avg_profit,log_avg_aum_index,avg_different_benchmarks,avg_different_lead_mm,avg_firstmover
PGX,Preferred Shares,.0074999998,10.375,1.1722326,21504421888,4.7414966,0,.0074999998,0,500,-.078133404,.078384951,1,22.786694,-.87271184,0,2.3332665,6.527595,2.8095434,80.620506,50.75,.23746878,7.3060422,1.7762235,.010339432,.00070729695,.0065909475,.00045190993,.0040373332,.00027576313,25974724,17.390467,22.355251,17.072634,23.791525,1,.75,0
PNQI,US Internet Sector,0,10.125,1.20267,7244318208,.90622282,0,0,0,500,-.077869996,.23539057,1,10.69901,-.7725777,0,2.2078516,6.822279,2.3226178,91.963989,60,.07269495,10.060889,1.8225927,.12777409,.0011271831,.075725295,.00067565555,.059175543,.00053332373,3109902.5,15.131316,20.066097,14.950102,22.703484,1,1,0
PPA,US Defense Sector,.1195,12.625,1.1819267,4448145408,.094664671,0,.1195,0,500,-.078086987,.17270504,1,9.7869148,-1.7855171,0,2.346164,5.8519077,2.7391438,79.514854,61.983334,.18672003,6.0241771,1.6556451,.050505109,.0010071212,.028526096,.00057751499,.021096703,.00043386177,4582280.5,15.334707,20.429619,15.337708,22.215754,1,.75,1
QQEW,NASDAQ-100 Equal Weighted Index,-.049999997,12.125,1.2060751,796131904,.079114936,25,.2,0,875,-.078030281,.15472248,1,9.6099377,-.91542554,0,2.2757633,6.4806886,2.3161192,87.352676,60,.78545088,6.8788238,1.5667615,.042252485,.00068285596,.023991406,.00040449592,.018151548,.00030461838,3720168.5,15.200273,20.245275,15.129279,20.495275,0,.94999999,1
QQQE,NASDAQ-100 Equal Weighted Index,-.2,6.375,.92652363,796131904,0,25,.22149999,-.1715,500,-.078352898,.17094587,0,16.165237,-1.138911,0,2.0497212,4.6951528,2.062185,95.450233,35,.21454912,16.299988,2.5643678,.10753495,.0020437541,.056877557,.001058746,.04609108,.00085895637,616363.44,14.428194,18.986584,13.331592,20.495275,0,.94999999,0
RSX,Russia,.0425,11.125,1.3660076,2111719168,.17557999,0,.1675,-.125,1000,-.074550122,.57954735,1,117.02451,-6.022656,0,2.9906924,2.5851591,2.8040514,80.028671,65.5,.75588959,5.0929074,29.085077,.012094308,.00058796135,.0075251074,.00037088688,.0013242036,.000063806314,10589526,18.97093,21.201664,16.175377,21.470768,1,.64999998,1
SCHC,EAFE Small Cap,0,8.375,1.3408481,10505933824,7.3287487,0,0,0,10625,-.070543937,.30559808,0,32.7887,-1.7644012,0,4.3559895,5.9252372,4.644002,72.751366,12.91579,.16442826,11.391363,1.4015387,.039479069,.0012600838,.018724289,.00060009718,.014135809,.0004529673,2217386,16.120161,21.303829,14.611839,23.075207,1,1,0
SCZ,EAFE Small Cap,0,10.625,1.3550282,10505933824,14.583711,0,0,0,10000,-.078356594,.07221736,1,74.366447,-1.6132783,0,4.5082455,6.0962782,4.7979741,75.519592,40,.83557177,4.386765,2.1101067,.01754383,.00032139407,.0095607005,.00017474602,.0040805619,.000076696131,34875556,18.118763,22.888758,17.367296,23.075207,1,1,1
SLY,S&P SmallCap 600 Index,-.25,13.625,.99478471,44115271680,3.907346,25,0,0,3000,-.078323908,.12062725,1,16.889421,-2.2906621,0,2.6598079,6.2605734,3.2288892,86.258583,15,.025148468,9.2932148,1.5082694,.12808348,.0015916888,.076450579,.00096423586,.059940971,.00073121634,1700101.8,15.726468,20.848488,14.346199,24.510073,0,.75,0
SLYG,S&P Smallcap 600 Growth Index,-.25,18.875,.97627544,7078552064,2.7126582,25,0,0,1500,-.078420885,.13320228,0,13.844021,-2.1324775,0,2.4741693,5.4809723,3.2776482,78.747665,15,.24368954,6.4872479,1.7669131,.11485454,.0013335288,.047785956,.00056786247,.032880485,.00036813269,2721631.5,16.321135,21.319033,14.816742,22.680336,0,.91666669,0
SLYV,S&P Smallcap 600 Value Index,-.25,18.875,.87350494,7748575232,0,25,0,0,1500,-.078234233,.11562508,0,14.987144,-2.1476896,0,2.5503423,5.4865484,3.9849014,56.122562,15,.24140982,6.2150769,2.2097557,.076241434,.0011625437,.033605028,.00051757129,.021051852,.00033469248,2962308.5,16.60071,21.40377,14.90148,22.770775,0,.91666669,0
SMMD,US Small Caps,0,2,.5494616,8014831616,0,0,.090000004,-.090000004,1400,0,.41308802,1,35.404327,-2.9513872,0,2.4676373,6.3026381,3.2537165,98.648689,15,.0058330745,19.679201,4.9330812,.10595373,.0024692467,.092689089,.0021935792,.083543897,.0019876694,78614.672,13.677822,17.774605,11.272314,22.80456,1,.36363637,0
SPY,S&P 500 Index,.03475,25.375,1.3654907,399960309760,0,0,.0425,-.0077499999,3000,8.3085575,.2563335,1,12.807584,-2.1566176,1,3.3928769,5.7245774,3.6059625,86.915558,9.3999996,.52137965,.38740128,26.063602,.011193244,.00004235551,.011149504,.000042394073,.0025029106,9.0859394e-06,237115024,23.96748,26.253687,19.284056,26.714632,0,.60000002,1
SPYG,S&P 500 Growth Index,-.25,18.875,.94748336,29520021504,.04558431,25,0,0,350,-.077038169,.20550039,0,9.3806467,-1.2785256,0,2.8174376,5.4003839,3.2149701,84.46714,4,.15651652,3.8673637,4.1223817,.0154209,.00040639474,.0090648849,.00023249439,.0047651157,.00012300235,2121959,18.293503,22.391895,14.56785,24.108335,0,1,0
SPYV,S&P 500 Value Index,-.25,18.875,.66513824,19150671872,.39824182,25,0,0,500,-.078139767,.2500239,0,15.97401,-2.5995877,0,2.2522321,4.8426075,3.1924508,70.651718,4,.16291091,4.6890326,3.6067181,.015239933,.00050804386,.0081884181,.00027112328,.0042301645,.00014030162,1382285.5,17.729458,21.963295,14.139249,23.675604,0,1,0
VAW,US Materials Sector,.0154,14.375,1.3294313,5813338624,2.0906432,.61000001,.021499999,0,500,-.078476392,.046409659,0,12.61823,-1.2944483,0,2.1397183,5.2863173,2.7067721,68.224434,10,.3300418,4.5302215,1.8524727,.079928093,.00066815648,.043028764,.0003679459,.030534118,.00025993641,1925349.6,16.498953,21.378374,14.470618,22.483421,1,.25,0
VCR,Consumer Discretionary Sector,.015999999,14.375,1.2776563,15670378496,1.7676516,.55000001,.021499999,0,1000,-.07818944,.075117238,0,11.844051,-1.6529799,0,2.7076995,5.4348516,2.8675609,76.598244,10,.16860031,4.6146979,1.5071036,.09709648,.00059004565,.058388997,.00036107423,.043322593,.00026549463,2673710.5,16.612207,21.706734,14.798978,23.475039,1,1,0
VDC,Consumer Staples Sector,.013499999,14.375,1.1918898,14998343680,.40777174,.55000001,.018999999,0,250,-.078290321,.058455307,0,15.763934,-1.8576077,0,2.3567643,4.8613186,2.3694341,76.962349,10,.28546533,3.8175344,1.3381729,.061515704,.00042800378,.033006694,.00023080493,.024863962,.00017302051,4273434.5,16.942303,22.175684,15.267928,23.431206,1,1,0
VDE,Energy Sector,.015699999,13.875,1.2867463,17603495936,1.149875,.58000004,.021499999,0,500,-.0774296,.073837765,0,21.274189,-3.8379946,0,3.8199799,5.5459256,3.7026088,67.935905,10,.20632687,4.3144326,2.8655715,.040347889,.000487627,.023448963,.00028366011,.01548038,.00018725792,3589293.8,17.418228,22.001221,15.093466,23.591364,1,.75,0
VEA,EAFE,.010399999,10.875,1.2664672,108325838848,6.6219339,.46000001,.015,0,10000,-.077118956,.069656566,.1,32.7887,-1.7644012,0,3.2846608,6.4479399,3.7413025,82.418045,6,.59806138,2.5447454,2.0417094,.012678354,.00031580182,.0075419573,.00018880746,.003839232,.00009492549,34364824,19.986059,24.842068,17.352545,25.408409,1,.64999998,1
VEU,All World Ex US,.024999999,10,.83724004,23398856704,4.3099003,.5,.029999999,0,15000,-.07704635,.0036583696,1,52.868233,3.9340403,0,5.6621237,6.4875464,5.8971767,55.302769,12.1,.6927678,2.1993203,1.2615656,.010096819,.00021693752,.0070143817,.00015072535,.0021501293,.000046228997,19614068,18.210924,23.508892,16.791758,23.875954,1,1,1
VFH,US Financials Sector,.0077999998,14.375,1.3190918,29562214400,.58388376,.62,.014,0,1000,-.078196838,.054697622,0,12.65016,-1.6016694,0,2.8022881,5.4670701,2.9382777,90.583923,10,.21343647,3.4811614,2.0815272,.024599081,.00039824692,.012496775,.00020638912,.0060307253,.000099293859,6287828.5,17.730909,22.561882,15.654126,24.109762,1,.25,0
VGK,Eurozone,.01715,13.375,1.3016375,22097475584,5.3624802,.48500001,.022,0,5000,-.076881357,.26093563,0,32.7887,-1.7644012,0,3.4158101,5.633256,3.6824682,81.488197,9.7049999,.65817142,2.1886418,4.5240364,.012586237,.00023789969,.0080695096,.00015371259,.0017144438,.000032253418,13535108,19.319683,23.368645,16.420797,23.818729,1,.25,0
VGT,US Technology Sector,.0074,14.375,1.1691383,40508088320,.29550138,.41,.0115,0,1000,-.077389769,.064901002,0,9.7524166,-1.5644959,0,2.2747352,6.1744542,2.7562704,79.002319,10,.46870327,2.4239366,1.5830985,.064281642,.00035255097,.036768582,.00020433989,.023840398,.00013150883,19468140,18.681156,23.692045,16.78429,24.424768,1,.75,0
VHT,US Healthcare Sector,.015199999,14.375,1.290857,25719947264,1.5308361,.47999999,.02,0,750,-.077966645,.087326869,0,10.286583,-1.2591773,0,2.7152216,4.0946898,3.0144086,67.419983,9.8125,.31136116,3.8901765,1.2129557,.087770917,.00054400286,.049317144,.00030970632,.033387899,.00020805839,7960883,17.469101,22.810564,15.890051,23.970533,1,1,0
VIOG,S&P Smallcap 600 Growth Index,.069750004,6.375,.30007616,4146432256,1.8625226,.64999998,.076250002,0,500,-.068806365,.19584571,0,19.547848,-.926642,0,2.6769767,5.5490613,1.9167966,95.956917,20,.037417717,5.6865821,1.4465733,.13811404,.0011452497,.098844349,.00083177217,.090152331,.00075228146,396876.91,13.88782,19.105989,12.891381,22.145514,0,1,0
VIOO,S&P SmallCap 600 Index,.039250001,6.375,.16476125,26466121728,7.4411898,.69999999,.046250001,0,500,-.068806365,.34041044,1,12.29139,-.46439803,0,1.4612173,7.1129937,3.6592593,42.784649,15,.017534928,4.2728257,1.7777541,.087650977,.00078292977,.059239227,.00053317891,.046488456,.00041973672,739532.44,15.059517,20.016064,13.513773,23.999132,0,1,0
VIOV,S&P Smallcap 600 Value Index,.066250004,6.375,.53142369,4543403008,4.0012717,.625,.072499998,0,500,-.078620985,.44287503,0,19.993196,-.69310874,0,3.0971162,4.9893036,4.107924,91.238777,20,.032768007,5.1398172,1.7360606,.11887274,.0010877287,.082864523,.0007669694,.066457711,.00061670993,357292.56,14.042202,19.000917,12.78631,22.236942,0,1,0
VIS,US Industrials Sector,.0088,13.875,1.2205802,13659594752,.70200717,.51999998,.014,0,500,-.078372858,.049401198,0,11.307265,-1.7934898,0,2.2540145,5.5496855,2.2161269,87.113663,10,.23089066,4.3242936,1.5153345,.081534728,.00062315766,.046166547,.00035888207,.031922739,.00025001558,3132990.3,16.735323,21.865253,14.957499,23.337708,1,1,0
VONE,Russell 1000 Index,.015299999,7.875,1.0091099,20368406528,.620933,.62,.021499999,0,500,-.07038638,.10307156,0,13.202219,-1.5849657,0,3.7923899,6.1837864,3.549545,91.267761,12,.048045933,5.9543056,1.6564753,.043319136,.00036159498,.028557109,.00024150158,.013400972,.00012315979,1201174,15.745738,20.724243,13.99881,23.737251,0,1,0
VONG,Russell 1000 Growth Index,.014,7.875,.96650434,43852115968,.46503422,.60000002,.02,0,500,-.07827694,.098044768,0,10.576541,-1.4095869,0,3.0285826,6.0140676,3.4720402,83.955894,12,.045981362,5.0986176,1.5678349,.069996469,.00047852611,.042971186,.00030023823,.030940689,.00021944763,2633429.3,16.462044,21.509232,14.783797,24.504089,0,1,0
VONV,Russell 1000 Value Index,.015299999,7.875,1.0323449,37630103552,.44406277,.62,.021499999,0,500,-.074537762,.060869925,0,15.567289,-2.1933646,0,2.4470778,6.1604466,3.0635657,82.790909,12,.040028673,5.1731806,1.523713,.047724757,.00046979051,.028275466,.00028218847,.019742265,.00019780277,1864994.4,16.121691,21.164202,14.438768,24.35107,0,1,0
VOOG,S&P 500 Growth Index,.02,6.375,.40356648,17363369984,0,.625,.026249999,0,500,-.078546673,.040320992,0,9.2668667,-.98173648,0,4.2130928,5.9091148,3.8551381,68.052628,15,.069757491,4.1707363,1.2713273,.073105775,.00065627706,.047955625,.00043134915,.041917775,.00037633424,1939505.4,15.634954,20.980234,14.477943,23.577629,0,1,0
VOOV,S&P 500 Value Index,.02375,6.375,.30519643,12857401344,.13701563,.625,.029999999,0,500,-.068572283,.055009067,0,14.749299,-2.3295076,0,4.7181587,6.9825687,3.8496559,87.55513,15,.044623848,5.7550421,1.2137878,.081583962,.00085557927,.052833844,.00055842305,.047186296,.00049935118,901603.44,14.854336,20.21422,13.71193,23.277185,0,1,0
VPU,US Utilities Sector,.0155,14.375,1.3775538,12065247232,.0091764238,.60000002,.021499999,0,250,-.078209519,.095588423,0,19.019369,-2.6843634,0,2.8815565,5.7287493,3.6092482,61.811787,10,.25739458,3.7657011,2.0730457,.061645944,.00051394146,.034333598,.00028788007,.017271178,.00014184885,3125493,17.096409,21.862858,14.955103,23.213594,1,1,0
VT,All World,.0167,10.125,1.1365577,19467782144,2.6464927,.52999997,.022,0,10000,-.077838309,.21159521,0,32.7887,-1.7644012,0,2.3589129,5.8521276,2.9974501,78.392166,10.1825,.5413996,2.3910549,2.9213765,.020143243,.00028859259,.0097072572,.00014099636,.0027479136,.000039208739,10245491,18.659512,23.083668,16.142347,23.692026,1,.64999998,0
VTHR,Russell 3000 Index,.030299999,7.875,1.2224201,8780246016,1.1198884,.62,.036499999,0,2000,-.078229457,.15066756,0,25.034887,-2.769691,0,2.5522873,6.5191107,4.2488236,55.273743,15,.045978244,7.3180928,1.1061845,.091435999,.0007681959,.067922294,.00057407492,.057832789,.00049152493,618996.25,14.435,19.838144,13.335855,22.895771,0,.25,0
VTWG,Russell 2000 Growth Index,.0363,7.875,.97114992,8841492480,20.263618,.51999998,.041499998,0,2000,-.074520357,.22682938,0,19.129385,-1.1226327,0,1.9534326,6.1100068,2.6490612,86.240685,20,.028693968,8.4815636,1.7897595,.14576548,.001086381,.090038165,.00068592123,.06431701,.00049533823,518563.19,14.487404,19.373425,13.158817,22.902721,0,1,0
VTWO,Russell 2000 Index,.046099998,7.875,1.1039975,41155080192,9.3096418,.63999999,.052500002,0,1000,-.074253574,.1420128,0,14.253244,-1.8754878,0,3.0770185,5.9375868,3.2538846,82.767227,15,.0315236,6.5924163,3.4269831,.068490952,.00060659624,.038897034,.00034801854,.023488857,.00021451492,2002301.8,16.784334,21.012098,14.509808,24.440613,0,1,0
VTWV,Russell 2000 Value Index,.065700002,7.875,1.0722809,8792398848,6.7134371,.58000004,.071500003,0,2000,-.069065042,.24143353,0,22.223957,-1.4528494,0,2.8612254,6.9221439,3.1663868,88.039047,20,.024105139,9.7124796,2.0170891,.1043411,.0010725745,.070203401,.00072393729,.052582376,.00052710762,432717.97,14.40247,19.19245,12.977841,22.897154,0,1,0
VWO,Emerging Markets,.0436,13.375,1.2987111,85886312448,3.259783,.39000002,.047499999,0,9300,-.075743392,.11833317,0,32.7887,-1.7644012,0,3.8763142,6.2808332,4.2528319,82.411079,12.7275,.65574443,2.4967558,2.9093497,.012157242,.00030083544,.0079318713,.00019784256,.0027765201,.000067957881,70682464,20.244772,24.756222,18.073708,25.176291,1,.64999998,0
VXF,US Small Caps,.004363636,17.75,1.9179071,8014831616,55.151497,.56363636,.0099999998,0,500,-.077349819,.14243662,0,12.58709,-1.5684917,0,3.2064569,5.8428717,3.5186205,86.161186,7,.99416691,4.2757459,1.8968819,.072348595,.00063272391,.040647231,.00035696605,.02874372,.00025240867,5573695,17.951057,22.797998,15.533568,22.80456,1,.36363637,1
VXUS,All World Ex US,.023999998,6,.24234189,23398856704,50.610981,.60000002,.029999999,0,12000,-.078754745,.29854909,0,24.419918,.88297069,0,4.3406091,5.9388518,3.9013889,95.1698,11,.30723223,2.5577517,1.1812713,.011938073,.00024670296,.0085490877,.00017675517,.0043916232,.000090789297,7907768,17.333324,22.695801,15.883356,23.875954,1,1,0
XLB,US Materials Sector,.064250007,19.625,1.1391093,5813338624,7.0478806,3.575,.1,0,500,-.070651419,.337194,1,14.56439,-1.427971,0,2.811867,5.7978206,3.1460021,83.864418,13.25,.66995817,2.0170503,24.578457,.012987731,.00023769126,.0091405781,.00016886159,.00036741467,6.0397765e-06,5129259,19.702299,22.081158,15.450472,22.483421,1,.25,1
XLE,Energy Sector,.063650005,19.625,1.374154,17603495936,.13665654,3.635,.1,0,500,-.02707619,.28854758,1,24.891521,-4.3125949,0,2.6013105,6.0711422,2.9092209,87.040825,13.25,.79367316,1.9528893,21.10692,.010459895,.00018255968,.0091887265,.00015970522,.00069509051,.000012258342,18595952,20.811897,23.363337,16.738455,23.591364,1,.75,1
XLF,US Financials Sector,.063650005,19.625,1.2946019,29562214400,.027556829,3.635,.1,0,500,-.025223134,.2441328,1,13.302735,-1.7363155,0,2.7494659,5.4757438,2.9544735,89.302208,13.25,.78656352,3.9902411,19.155983,.010092164,.00040036187,.0075851707,.00030081757,.001433616,.000056213696,30719430,21.23175,23.870619,17.240406,24.109762,1,.25,1
XLI,US Industrials Sector,.063500002,19.625,1.0532818,13659594752,.067926988,3.6500001,.1,0,500,-.068590291,.30847555,1,12.352661,-2.0705459,0,2.8630366,5.0383668,2.9277947,84.335907,13.25,.76910937,1.8285658,21.715469,.01234329,.00017862089,.009160962,.00013321979,.00087262254,.000012181713,13892079,20.589613,23.077171,16.446829,23.337708,1,1,1
XLK,US Technology Sector,.063950002,19.625,1.344332,40508088320,.111613,3.605,.1,0,500,-.046777349,.26501942,1,10.413162,-1.7782313,0,3.0789666,5.7020907,3.3907485,82.608086,13.25,.53129673,1.8352449,11.539258,.01125181,.00017190824,.0091034146,.00013861633,.0014464433,.000020876425,27692144,20.690407,23.76969,17.13666,24.424768,1,.75,1
XLP,Consumer Staples Sector,.0634,19.625,1.2636467,14998343680,.085890718,3.6600001,.1,0,500,-.067311332,.30737388,1,16.889503,-1.690197,0,2.1153758,4.7923226,2.4454362,85.296356,13.25,.71453464,2.0575099,18.391912,.011346069,.00020305406,.008646735,.00015481276,.0012549357,.00002227939,14168715,20.447498,23.095835,16.466547,23.431206,1,1,1
XLU,US Utilities Sector,.063350007,19.625,1.2755338,12065247232,.0098455083,3.665,.1,0,500,-.060646821,.37033966,1,20.367872,-3.0908456,0,1.9004936,5.0192232,2.2731621,82.777168,13.25,.74260545,2.0966322,26.292702,.010813284,.00019893101,.0090015894,.0001660054,.0006617817,.000011439291,11813312,20.643095,22.913774,16.284739,23.213594,1,1,1
XLV,US Healthcare Sector,.063350007,19.625,1.2661924,25719947264,.020123873,3.665,.1,0,500,-.060662724,.27476135,1,12.239282,-1.8168896,0,2.40013,5.4026346,2.7291317,86.88472,13.25,.68863881,1.5795633,12.1104,.012017312,.00014183481,.0094865933,.00011218193,.00096837268,.000010888954,23285194,20.544579,23.594389,16.963327,23.970533,1,1,1
XLY,Consumer Discretionary Sector,.063050002,19.625,1.3105246,15670378496,.17845288,3.6949999,.1,0,500,-.068985522,.27103639,1,9.7102175,-.98516017,0,2.0191662,5.3853536,2.3697934,87.376251,13.25,.83139968,1.6279671,10.830513,.015055737,.00014430957,.010050855,.000098783887,.0017486688,.000015607568,17163720,20.111855,23.287958,16.658308,23.475039,1,1,1
ZDEU,Germany,-.059999999,5.375,1.117979,2384319744,0,0,0,-.059999999,1250,0,.8831265,0,36.195839,-2.8575513,0,1.1331891,,1.3087986,100,14,.0047522746,28.893169,1.0051038,.063802876,.0011444178,.047983434,.00086719694,.040718228,.00073704519,16677.096,10.334044,16.293074,9.7217913,21.59218,1,0,0
