,ticker,index_id,lend_byAUM_bps,mer_bps,spread_bps_crsp,volume,tr_error_bps,perf_drag_bps,turnover_frac,d_UIT,mkt_share,marketing_fee_bps,aum,aum_index,highfee,other_expenses,fee_waivers,net_expense_mer,mgr_duration,mgr_duration_tii,mgr_duration_tsi,ratio_tra,ratio_tii,stock_tweets,effectivespread_dollar_ave,effectivespread_percent_ave,effectivespread_dollar_dw,effectivespread_dollar_sw,effectivespread_percent_dw,effectivespread_percent_sw,dollarrealizedspread_lr_ave,percentrealizedspread_lr_ave,dollarrealizedspread_lr_sw,dollarrealizedspread_lr_dw,percentrealizedspread_lr_sw,percentrealizedspread_lr_dw,dollarpriceimpact_lr_ave,percentpriceimpact_lr_ave,dollarpriceimpact_lr_sw,dollarpriceimpact_lr_dw,percentpriceimpact_lr_sw,percentpriceimpact_lr_dw,log_volume,log_aum_index
0,ACWI,All World,0.770065066,32.25,2.9853257149999997,206391128.3920319,35.417973094000004,-0.9152926136999999,5.8508107849,0.0,0.4586004118,0.0,8872573268.6,19467781153.000008,1.0,0.025,-0.0025,0.022500000000000003,4.793546432034974,5.020293712382539,5.01417515398222,0.3011338311715991,88.97854005335057,-0.0755628193299752,0.008706925588574253,0.00012898324122335043,0.012155162280922957,0.012160314044681677,0.0001803953651086358,0.00018049126996792057,0.0008414627105293122,1.3259384680921308e-05,0.005217990723438414,0.005209106652640467,7.895980990275378e-05,7.880072214669085e-05,0.007864692590993832,0.00011571341102550147,0.006943297759421915,0.006947180878694549,0.00010155287393086284,0.00010161835458434858,19.14528360805116,23.69202668748398
1,ACWX,MSCI ACWI ex-US Index,0.0,32.25,4.2068369971,59405198.78716348,72.6221274665,-1.38250968405,4.72482637905,0.0,0.6865674594,0.0,2976281176.45,4332181858.894999,1.0,0.05,-0.005,0.045000000000000005,5.91628855907959,5.81910245967819,6.121849310386664,0.15136673619832536,64.45730237594218,-0.0776453477983314,0.00898240674342721,0.00020212399396918389,0.012246772595004713,0.01224747823157196,0.0002771795137727969,0.0002772013815391031,0.002011773164556907,4.375512966150225e-05,0.0063871079173522995,0.006385663801561259,0.00014558143512612677,0.00014553495405957828,0.006969445872416083,0.00015834279278549682,0.005855078556190652,0.005855827691725629,0.00013150361777029165,0.00013152845320793456,17.899892302172493,22.189337145558344
2,CQQQ,China Technology Sector,0.4883852859999999,70.0,20.32373742755,6550193.122028757,51.875500470999995,0.9901049791999998,3.89421643755,0.0,0.22399434515,0.0,427636575.581,1826049014.0460002,0.0,0.0,0.0,0.0,4.769134848741295,4.865050794529123,6.10549353077317,0.428174220435706,89.19183542173587,-0.07640849703781818,0.06316492810407548,0.0014250683519855408,0.08606630765934856,0.08604933544857384,0.0018955067351930353,0.0018952637988112516,0.03687750630784671,0.0008611541873096649,0.050308824004082195,0.050309143582262315,0.0011098755075016672,0.0011096555691033248,0.026273069657805355,0.0005635683489826806,0.035703726209794215,0.03572044354767077,0.000784495684678567,0.0007849600353664508,15.69500509145598,21.325420461062336
3,CWI,MSCI ACWI ex-US Index,1.68996388,30.0,7.7803176157500005,11569131.574949104,71.5027838595,-0.9280362211,2.145518105,0.0,0.3134325406,0.0,1355900682.4450002,4332181858.894999,0.0,0.0,-0.04,-0.04,5.80596841908088,5.856607949064693,6.0271545329198775,0.0690497787863872,69.27634377984774,-0.07455668249675963,0.011113192478575453,0.00037042179152816664,0.01445020955338932,0.014452196774492259,0.0004847165640978892,0.0004848061185519335,0.006879885336075369,0.00022669832056042703,0.010489050028045867,0.010484735638590235,0.00035738471403672984,0.0003571817621183003,0.004233526474924676,0.00014372242303542466,0.003969449597015741,0.003971765840511424,0.00012760229548612354,0.00012771536313038766,16.263851038007907,22.189337145558344
4,EEM,Emerging Markets,4.63322085,69.15,2.43562811335,2744121896.7197957,94.250409023,-0.35656629900000014,24.088732894,0.0,0.34425558835,0.0,29458873105.05,85886311303.90004,1.0,0.0005,0.0,0.0005,5.389932236853707,5.389383665498535,6.196543547322894,0.323532512071452,88.17124678351016,-0.039205900768986585,0.007603497747715143,0.00018779717020856677,0.01580662456350533,0.015801742979646462,0.0003884621454178556,0.000388628720591651,0.000899288724274867,2.197209349880024e-05,0.008098097743834624,0.008102233124422653,0.00019898293236512982,0.00019879477742957533,0.006704411930542264,0.00016583014341294924,0.007712273344899416,0.007712386486700215,0.00018993873921446653,0.00018994048536343641,21.732726968826217,25.176290297055306
5,ENOR,MSCI Norway IMI 25/50 Index,1.422783776,53.0,33.90390735583333,446749.06863122905,29.814412411666666,-1.1412309573333335,3.2783183600909087,0.0,0.17883233224999998,0.0,29253786.617500003,156895444.62166655,1.0,0.0,0.0,0.0,3.5884894339089666,4.365266530179723,4.176724971887097,0.6606308250473476,95.80781898506014,0.0,0.05348783183648143,0.002237710349776163,0.055484292725982154,0.05550234000196689,0.002310705788128042,0.002312093379230958,0.0402937631270028,0.0016552525348514562,0.04266352683933771,0.042820810515455415,0.0017622799903287412,0.001770303886079851,0.013273703595226864,0.0005858500461391757,0.01285411681060253,0.012678746609680125,0.0005505284269819059,0.0005411152303552071,13.009752348254485,18.87109018364039
6,ERUS,Russia,0.0,62.25,10.9109289624,10696037.206488373,32.788699142,-1.76440118275,5.52851421135,0.0,0.24411038745,0.0,498230298.355,2111719213.4300003,0.0,0.0,0.0,0.0,4.831319768369708,6.154992445377699,3.9047070885326223,0.5605791015717182,80.94013997968251,-0.07835997649633761,0.013977288619571792,0.0005011153777666761,0.01973112162661185,0.01973516874844507,0.0007233717883905128,0.0007235062912493587,0.004622132025718996,0.00016118501077223328,0.009786125646225408,0.00978586067625541,0.0003658140028645636,0.0003658188819208994,0.00935603948131833,0.00033997887654152155,0.009932699866405853,0.009928885789790731,0.0003571629680435737,0.00035702244812381857,16.18538387630016,21.47076824576548
7,EWA,Australia,0.0,49.0,5.2218046986,66755583.16014234,135.471293075,-9.1488797077,12.7555585685,0.0,0.991799047,0.0,1331497761.78,1342460030.9021008,1.0,0.0,0.0,0.0,5.681559974293489,5.740908792392867,6.454361942576567,0.3881833139823462,91.56160621963905,-0.07714750682466366,0.007862839676924855,0.0003794717431808501,0.00923535727604791,0.009235877625393286,0.0004463611013421121,0.0004464086502744989,0.0018031040116999002,8.57390541236152e-05,0.0017644226887953457,0.001762323027761047,8.768837545624038e-05,8.755798399736142e-05,0.006059604313951869,0.00029372856925592483,0.007471762772067847,0.007473341234389236,0.00035874046707890764,0.000358823244554527,18.01654849459534,21.017769611764134
8,EWG,Germany,1.207105673,49.0,3.8348274246000003,126948137.99746282,90.18752236200001,-4.5157308072,13.5446048742,0.0,0.9952477252999999,0.0,2372407440.4,2384319648.6925,1.0,0.0,0.0,0.0,5.8302419188077685,6.061600153806367,6.235274982645916,0.4710572059120367,94.88295860826915,-0.07533304423908692,0.0083206724429638,0.0003026811461567652,0.010167757232527854,0.010168372501083652,0.0003713340283094971,0.00037136269953316097,0.0013755772106998328,5.043460931726178e-05,0.002538649320318563,0.0025389402694956506,9.69722810386771e-05,9.697932220558848e-05,0.006945453555575182,0.0002522602781366794,0.007629729174052561,0.007628827255145627,0.0002743959496750071,0.0002743604319329254,18.659289198795605,21.592179657988876
9,EWH,Hong Kong,0.353512471,49.0,4.5624062117,139107146.59401852,36.195839065,-2.8575512734,20.4838670864,0.0,0.9902012199,0.0,1892519058.0,1909537147.6430004,1.0,0.0,0.0,0.0,4.5787558221092635,4.7705473810746515,5.667739100530788,0.35964634497920206,98.4310970442516,-0.07566714119772142,0.0070886372356330375,0.00030417896176005755,0.010194039096002085,0.010193859306755478,0.0004396927693790659,0.0004396864830272915,0.0017319646311699847,7.30782506736295e-05,0.002565703847458448,0.0025655408996330684,0.0001112828418930486,0.00011127113200879533,0.005355023017241207,0.00023103046265368984,0.007599116299554995,0.0075994084150498905,0.0003271972263912366,0.00032721312823308704,18.75075503295721,21.370126718561067
10,EWU,UK,0.005863369,48.0,3.7152801936000004,97961019.91673955,99.618671084,-7.565588609600001,11.5651224481,0.0,0.9775107839,0.0,2163653925.0,2214783848.569001,1.0,0.0,0.0,0.0,5.431816778055254,5.506315489555776,5.110190522922323,0.26276667130109826,95.18388503744437,-0.07494532187736075,0.008029429051034606,0.000269407386376353,0.00974733623601383,0.009746477798194533,0.0003277019751495243,0.0003276765846081481,0.001735212136370332,5.741585512109754e-05,0.0027859622373097616,0.002788308005873172,9.179604679737674e-05,9.188966186672153e-05,0.006294155229881233,0.00021198897981496617,0.006961201849436121,0.006959712992964837,0.00023590363933729126,0.0002358353491870115,18.400080201557326,21.518420650385593
11,EWY,Korea,6.305448001,62.0,2.6005879776,258731678.9672172,141.375404074,-2.9863830068000006,14.4838710499,0.0,0.9959308667,0.0,4554341859.3,4573158421.869998,1.0,0.0,0.0,0.0,4.435711299358839,4.606470490523678,4.955367019818575,0.4395728366390991,97.11140254301942,-0.07596614259076459,0.008514516204095064,0.00014208961893262155,0.012845626954694225,0.012841334578386876,0.00021557234663290974,0.00021549713294824902,0.0005711490397763083,9.664368400614096e-06,0.003630847088078963,0.0036352464508914695,6.179944474400292e-05,6.188445111588742e-05,0.007943160712878726,0.000132423060193629,0.009174955825933454,0.00917481577308782,0.00015318106334523662,0.00015317087948199442,19.371302094113197,22.24346992389785
12,EWZ,Brazil,0.0,62.0,2.9994869483,1118055085.311585,134.614874784,-6.015955958,40.218013395999996,0.0,0.9899008508,0.0,7249509448.0,7316004875.399005,1.0,0.0,0.0,0.0,4.3849247454353435,4.559193661212746,4.730309332637397,0.5211513171810273,96.18194815996462,-0.05908196659442957,0.008594438684530293,0.000241102941612376,0.018404024731033426,0.018450050643732955,0.0005032588978490558,0.0005043843710140295,0.0009545344594755664,2.405561862063272e-05,0.010199217863628434,0.01015394207694333,0.000268931669819385,0.0002678471477955947,0.007640138693375967,0.00021705358691818908,0.008257867326719842,0.008256971715465963,0.0002356610366535835,0.0002356166482847897,20.834856481763904,22.713330233877077
13,EZU,Eurozone,18.65689519,48.75,2.9954740482999997,258160871.96911588,82.690093455,-0.40710877925,8.59009249163158,0.0,0.34182855655,0.0,8008692722.95,22097474989.799995,1.0,0.0,0.0,0.0,5.435564646448079,5.820786162287694,5.64309383395427,0.347402100520115,80.01084145452602,-0.07583223693343286,0.007954522493988318,0.0002098013662649229,0.012341415576095794,0.012340746633190323,0.00032553304182637193,0.0003255136518746885,0.0012468392041210805,3.220099567864646e-05,0.004621140791445563,0.004620574129512916,0.00012096127921239178,0.00012094060872985346,0.006708329195498809,0.00017761687138048303,0.007720408250574155,0.007721654803068153,0.00020458615693468132,0.00020462646768912578,19.369093483332875,23.818729185087445
14,FDN,US Internet Sector,0.0301068,53.25,3.07548190375,68017199.40332885,5.0363472254,-0.24121399495,2.4815042419499997,0.0,0.92730505005,0.0,6726000952.75,7244318032.909999,0.0,0.1325,0.0,0.1325,5.219692221813466,5.186187227769637,5.663876338487735,0.28775694780224154,83.04227873830331,-0.07621601162986288,0.029601536247401673,0.0002462840830654683,0.042617433060133866,0.04263978752611467,0.00035761563986208366,0.0003578225318710142,0.0167892903471819,0.0001401259935287624,0.02910521441081073,0.029059085490827787,0.0002450371810373457,0.00024463189522618765,0.01281185367943349,0.00010615708727340098,0.013463388875102136,0.013488825547640304,0.00011214164209415295,0.00011235518485600835,18.035271163560267,22.703483278945615
15,FEZ,Europe,0.12058414800000002,29.0,3.102954579,118643218.08133845,79.7749261885,-2.268706599,11.5497564372,0.0,0.5553113503,0.0,2802204581.15,5012045585.599998,0.0,0.0,0.0,0.0,4.778444819351945,4.793533224162928,6.028231682270147,0.34558177402847345,89.05941044422141,-0.07616143097486315,0.008296306402698928,0.00022899221164280744,0.010928286214502784,0.010929488956664865,0.00030185105802439026,0.0003018930534858802,0.0010987300221755557,2.9404674447028755e-05,0.0031514912359903863,0.003151338048867216,8.658956131178237e-05,8.658632013030379e-05,0.007198648755880123,0.00019961843390478616,0.007779605492563404,0.0077785596512713094,0.00021535032848576415,0.0002153116995809952,18.5916313801845,22.33510996923017
16,FLAU,Australia,0.0,9.0,38.130193418,104701.63606456833,36.195839065,-2.8575512734,2.560508664,0.0,0.008200953,25.0,10962269.1221,1342460030.9021008,0.0,0.0,0.0,-0.25,2.820655553824216,2.1961763432499395,4.6503796908007615,0.8511363763752897,83.54124633995264,0.0,0.09023202349706069,0.003853822231087768,0.07886032621424477,0.07878944300676846,0.003382550735599963,0.0033793253167656323,0.06304156520571215,0.00271528887238937,0.05391869515696749,0.05390362720213758,0.002304929193662554,0.002304226656915458,0.027724694527842486,0.00115950403042668,0.025179849849224743,0.02526605662303246,0.0010868034280110614,0.0010907419711452065,11.558870022950183,21.017769611764134
17,FLBR,Brazil,0.0,19.0,36.379868149,487503.8050158292,36.195839065,-2.8575512734,1.7114504842999998,0.0,0.010099149200000001,25.0,66495427.399000004,7316004875.399005,0.0,0.0,0.0,-0.25,3.866617313852948,4.088322032905829,2.2391644574622154,0.3845092109633608,79.88659122354021,0.0,0.04083015736926486,0.0018783263096659876,0.04465392428080627,0.0446436861263088,0.002068324006954423,0.0020677632567411832,0.030812826618196475,0.0014128117958304943,0.03145050050328011,0.031466923101949575,0.0014591563836883847,0.001459793437649835,0.01007541470389008,0.00046813173021753265,0.013191088508363974,0.013184937810967124,0.0006085644920338734,0.0006084896450805714,13.097053374550255,22.713330233877077
18,FLGB,UK,0.36870452,9.0,28.168701642000002,602765.5229314051,36.195839065,-2.8575512734,3.2607768267,0.0,0.0224892161,25.0,51129923.569,2214783848.569001,0.0,0.0,0.0,-0.25,4.533896554209691,4.459137977468583,3.4436207425028917,0.06549364927639752,56.687484945758435,0.0,0.036686887150139166,0.001645061426980759,0.04309853823373419,0.043092965119778975,0.0019374468467863511,0.001937265135605521,0.030049311034501765,0.0013434366397915532,0.03554210946903279,0.03554574010968994,0.0015907342238520403,0.0015907472172389612,0.006670020106233807,0.00030282823065664905,0.0074953987767322205,0.007497756530213796,0.0003436149208104678,0.00034380343988601287,13.309283549227198,21.518420650385593
19,FLHK,Hong Kong,0.0,9.0,27.202518248,21094.15053324562,36.195839065,-2.8575512734,0.3065305707,0.0,0.0097987801,25.0,17018089.643,1909537147.6430004,0.0,0.0,0.0,-0.25,4.53609517435865,4.53609517435865,,0.39725751725833447,100.0,0.0,0.06119349550138686,0.002512360490957688,0.06838677737606035,0.0683151821333244,0.0028369765088683586,0.0028340168517933537,0.06783310477309326,0.0031158390184395477,0.08856935506026721,0.08876850122630833,0.004592803861895367,0.004602445669333964,-0.009325185891629464,-0.0007031469889452466,-0.024134129697222038,-0.024265892316727915,-0.00190573850380419,-0.0019125735894612577,9.95675105511742,21.370126718561067
20,FLKR,Korea,0.0,9.0,41.618691346999995,204456.19974129135,36.195839065,-2.8575512734,2.5089593846,0.0,0.0040691333,25.0,18816562.57,4573158421.869998,0.0,0.0,0.0,-0.25,3.2698312463696246,3.208292899503737,2.2391644574622154,0.6142387321382261,65.32741705526045,0.0,0.057054431769181305,0.0027433286371604704,0.060470829701939496,0.060466219961693844,0.002906560688157575,0.002906418282245799,0.0488513338701949,0.002350771924596053,0.049084599555227273,0.049091115170089586,0.002368047177064604,0.0023682947152539385,0.008399687960246831,0.00040233662607075073,0.011374304364845466,0.011372392947039177,0.0005380061158963641,0.0005379007207774541,12.228109049330538,22.24346992389785
21,GII,S&P Global Infrastructure Index,1.260853382,40.0,26.9808256265,1355121.3496795036,52.2604396075,-0.8478834303999999,1.4767262456999999,0.0,0.08785211870000001,0.0,235574592.361,2545359630.4560003,0.0,0.0,0.0,0.0,6.206537062261645,6.387284454626719,5.772371609204969,0.09031333328589042,93.63351777686117,-0.0745950181541158,0.08080059378947271,0.0017278347130472611,0.08334338287804974,0.08332008153959526,0.0017767945768780325,0.0017763136741776706,0.07186159159130866,0.0015326689163758028,0.07025083623418453,0.07029049173805581,0.0014972989591823989,0.0014981018512332136,0.008994363884529481,0.00019626779434580031,0.013067079643222268,0.013050914434039312,0.00027895255749071793,0.0002786358643017534,14.119401565244997,21.657537785592886
22,IEFA,EAFE,2.154532398,8.6,1.9454544989999998,504579139.3094202,74.870750233,-1.6248767883499997,2.81876171625,0.0,0.40193860524999997,0.0,46840337125.4,108325835775.24997,0.9,0.0,0.0,0.0,,,,,,-0.05472719044684442,0.008073529900109469,0.00013751391977339663,0.013299845621102027,0.013292708236145631,0.00022700625537900852,0.0002268865801115068,0.002748380825622983,4.6735119650757e-05,0.007468655355485708,0.007478443039536145,0.0001275663533203179,0.00012773469306648678,0.005324754395429013,9.077340971580651e-05,0.0058314887291250365,0.005828811270299993,9.943760480801025e-05,9.93885133575402e-05,20.03923525227311,25.408409519984577
23,IEV,Europe,1.04327669,60.0,3.90253835875,26366035.082778834,79.7542632755,-1.91301120955,2.95526884245,0.0,0.44468864970000005,0.0,2209841004.45,5012045585.599998,1.0,0.0,0.0,0.0,5.956622582565583,6.1898926230527085,6.130615710313342,0.42364847205429423,91.5771423191859,-0.07800689713383971,0.009371126855619222,0.00022338239500338972,0.011318542134447327,0.01131968007349731,0.0002707511318400214,0.0002707898963391113,0.0021652639518623513,5.110184098545168e-05,0.004182127898010963,0.004181898574544348,0.00010176667831796045,0.00010175855492070135,0.007205592539746175,0.00017227435228408925,0.007136984163481626,0.007136072265112823,0.0001690142676151037,0.0001689835639774698,17.087587189905964,22.33510996923017
24,IGF,S&P Global Infrastructure Index,2.86129307,47.75,9.38887376885,15592910.016645055,49.176857998,-0.7336624112500001,1.6737610201,0.0,0.9121478812999999,0.0,2309785038.0950003,2545359630.4560003,1.0,0.0,0.0,0.0,6.166839870196691,6.314140238290639,6.230289061958063,0.04633610453084884,95.90976807784321,-0.07828740081403099,0.02250355750574231,0.000545046787998251,0.02961339535757443,0.029618100527890136,0.0007175896961663737,0.0007177576643131154,0.014783915989265498,0.0003559133484758178,0.022432883151806752,0.022424944835340535,0.0005461399730209545,0.0005458499078690277,0.007708567577677762,0.00018887534859869594,0.007129002282947676,0.007132344899910989,0.00017023127069314836,0.00017035605262489607,16.56232688279715,21.657537785592886
25,IJH,S&P Midcap 400 Index,2.362984094,7.536363636350001,1.26921095225,255920712.42857963,10.1933618165,-1.4398253950500002,1.5710200282,0.0,0.68716654265,0.0,42121341436.25,60172588939.05,0.0,0.0,0.0,0.0,5.959082641083529,6.088432038834592,6.307731773543447,0.08554029403762482,74.65101795989628,-0.07617797877406393,0.02837668537571078,0.00016329081356194008,0.030424247401492514,0.030434526298049592,0.00017754023421950874,0.0001776177634165872,0.017779369221151333,0.00010064866381346523,0.01800543259337828,0.018001767259152472,0.00010672471766347576,0.00010668636256762165,0.010598547177060623,6.264868365788055e-05,0.012327125955728898,0.012320423051832303,7.031109516285587e-05,7.027143058670405e-05,19.360378237395736,24.820482752327155
26,IJJ,S&P Midcap 400 Value Index,2.341295776,24.65,3.5943378881,22113680.887477588,11.38960041445,-1.8637254434500001,1.0645222158499998,0.0,0.7978719852,0.0,5511622147.6,6419376005.405,1.0,0.0,0.0,0.0,5.850949642394413,5.921015077888792,6.515575673703232,0.11283819360436709,73.17477314797465,-0.07830560907665973,0.05901661719492307,0.0004269058788870691,0.06525464941437957,0.06526529984983769,0.0004653830732184171,0.0004654596658869636,0.044435045178798684,0.0003211777470477718,0.04470546841682493,0.044689080308863025,0.0003225977345605232,0.0003224681828523804,0.014563279328028112,0.00010554782734698126,0.020435181450700505,0.020446543200200652,0.00014175783255562265,0.00014186234318632748,16.911707019641106,22.582586754504717
27,IJK,S&P Midcap 400 Growth Index,2.104627598,24.6,4.08143380275,22183512.93733612,8.644761073249999,-1.23514883005,0.8428831661,0.0,0.7935338168999999,0.0,6816984489.95,7970447435.544998,1.0,0.0,0.0,0.0,5.90775555142383,5.94370273180576,6.451676370506957,0.08945878166648762,75.6345489799186,-0.0783519365142388,0.09334509893191437,0.0004702963771475597,0.09935185126715482,0.09937486281036237,0.0005004647789410425,0.0005006101436402729,0.07402981674411999,0.00037110910087305036,0.06450911041333911,0.0644700476969066,0.0003259723890664251,0.0003257749239418876,0.0193081211682297,9.912137390869365e-05,0.03479829857698648,0.03481426706969049,0.0001742529761944331,0.0001743047613366094,16.914859910453245,22.79900646814075
28,IJR,S&P SmallCap 600 Index,5.227739931,7.6431818182,2.1897875112,286030003.55220115,11.78867017635,-1.8537635147499998,1.9801074266499998,0.0,0.95533565395,0.0,36178361699.75,37055610994.409996,0.0,0.0,0.0,0.0,6.016889449420706,6.15007503984022,6.4120692721718155,0.0747111179625011,76.72562621542413,-0.07706710673292338,0.015004439650308144,0.00017659816660236418,0.023916170664519655,0.02392331964728555,0.0002853825564100955,0.0002855167509856906,0.007712106025548729,9.107423596141199e-05,0.014251780022637689,0.014250258464017698,0.00017217174491825703,0.00017208954068645709,0.007295561728033906,8.557304182462734e-05,0.009687862859801806,0.009682248091300914,0.0001135784105756303,0.00011352659960146776,19.471607270806896,24.33568562106577
29,IJS,S&P Smallcap 600 Value Index,8.130100055,24.65,4.8328080428,30049255.657987874,20.4100418432,-3.89391556725,1.497644832,0.0,0.75495801765,0.0,5210124454.55,6466506487.004998,1.0,0.0,0.0,0.0,5.775408150957784,5.929350328271575,6.200547866167456,0.15464066081221334,82.4463070653177,-0.0782388385575201,0.06986905168078877,0.0005320351760387785,0.0930519586028698,0.09325158822445152,0.0006921994102662787,0.0006933410436762995,0.04759772114456903,0.0003617420626510051,0.062168094741245274,0.061953758532078775,0.0004617892672577525,0.0004604308697969883,0.022271400661163978,0.00017029335816754984,0.031080858891717682,0.03109556571944184,0.00023152865742760392,0.00023174542864618793,17.21834844852183,22.589901843990027
30,IJT,S&P Smallcap 600 Growth Index,3.8157524349999994,24.65,6.83595907845,20338744.812929634,9.50935345725,-1.21303495355,1.10022250945,0.0,0.7323885908000001,0.0,4737676227.55,5905704152.754999,1.0,0.0,0.0,0.0,5.768758150317757,5.849664023831828,6.311814847730398,0.11354462025123276,83.8656515750983,-0.07832499290063462,0.10689747487501663,0.000673812566840306,0.1190518043194299,0.11906889139411399,0.000741481615272005,0.0007416213122258743,0.07682503626407419,0.000485089770903042,0.07585224549476292,0.07582157673228367,0.00047182889567146666,0.00047162383747286943,0.03004597873335582,0.00018852350920424177,0.04317312924118924,0.043186888905999546,0.0002695283769488559,0.00026959509901411724,16.828038236401753,22.499184526354302
31,ITA,US Defense Sector,2.951666862,43.95,4.2510099659,43442250.76150411,8.649157210750001,-1.7352486878,3.1056673353499997,0.0,0.8132799653999999,0.0,3702605120.8,4448145334.240001,0.0,0.0,0.0,0.0,5.038124117089943,5.196783906060235,5.731073743863952,0.27262593378997596,85.00879577351257,-0.07504596182910589,0.06806545121081628,0.00040699136966376406,0.0936774583226155,0.09368539736053833,0.0005649299306915754,0.0005649762997356473,0.04423946953274206,0.0002657684671405028,0.061160943633879986,0.061119443112655505,0.0003695175997096616,0.000369236970417558,0.02375822192236319,0.00014075490923768022,0.032436420687954735,0.03246443533534333,0.00019485564763520644,0.00019505239403739955,17.58694304535783,22.215753067425656
32,IVE,S&P 500 Value Index,0.585499142,18.0,1.9438750051,121177634.28943782,14.181357606,-2.2758811234,2.0513815019,0.0,0.8436525639999999,0.0,14319507855.7,16633363781.129995,1.0,0.0,0.0,0.0,5.722507946998543,5.81880358430144,6.31040799116038,0.12595578529533755,73.72637196659919,-0.0778256190587428,0.014091396980710361,0.00013168066577401544,0.019611440992307994,0.019618053905811134,0.00018305110173702133,0.00018312485742648122,0.007682949683157166,7.069142757878576e-05,0.013465060956835275,0.01346771164146877,0.00012419420027399237,0.00012421098006099311,0.006408889605918002,6.0993953227698615e-05,0.006154952094505456,0.0061456844891563,5.8951486646502764e-05,5.886093192611229e-05,18.61276807900501,23.534676381562956
33,IVOG,S&P Midcap 400 Growth Index,0.110016952,20.0,3.746666879125,3194332.6056728326,9.735793030875,-0.712662816125,0.8332183435,0.0,0.08296729625,0.625,611757271.9875,6698098209.362504,0.0,0.02625,0.0,0.02,4.652855631868097,4.477388603599239,,0.2249848314108301,100.0,-0.05888399606076647,0.05272164509930382,0.0004764758775240681,0.06804449500135257,0.06804686581280431,0.0006166151306879886,0.0006166542846075461,0.04270717725005685,0.00038373179768312767,0.04544866442279113,0.04547019435270447,0.0004086862723498143,0.00040889582249951115,0.01001663531476295,9.276138046586587e-05,0.02260645158672945,0.02258252497907389,0.00020803857922887045,0.00020778965325556962,14.976888736860467,22.6250894737016
34,IVOV,S&P Midcap 400 Value Index,0.773920028,20.0,5.839028725125,1974690.2435484875,14.217113899874999,-1.21725650925,1.0771764019999999,0.0,0.0796911775,0.65,516158121.6375,5813719606.262499,0.0,0.03,0.0,0.0235,4.158507052249217,3.784711932770999,7.000086724465312,0.4945679687230182,97.06314402346445,-0.04904485438096383,0.06423588152870287,0.0006205108568572454,0.07981144930363414,0.07979141669875965,0.0007697010202866246,0.0007695138119836867,0.051744683416130456,0.0004997053844447559,0.0559380722201519,0.05598431832197544,0.0005401385795516117,0.0005406009804017305,0.012480701456025426,0.00012071583913460836,0.02385667590987848,0.023830462684810656,0.00022940469808090287,0.00022912949644755,14.495922105307256,22.483486410583087
