,ticker,index,d_sameind,launch_order,CUSIP
0,AAXJ,Asia ex Japan,1,1.0,46428818
1,ACES,CIBC Atlas Clean Energy Index,0,,00162Q46
2,ACSG,MSCI ACWI ex USA ESG Leaders Index,0,,23305119
3,ACSI,American Customer Satisfaction Investable Index,0,,26922A77
4,ACSI,American Customer Satisfaction Investable Index,0,,88636471
5,ACWF,MSCI ACWI Diversified MultiFactor Index,0,,46434V31
6,ACWI,All World,1,1.0,46428825
7,ACWV,MSCI ACWI Minimum Vol (USD) NR USD,0,,46428652
8,ACWX,MSCI ACWI ex-US Index,1,2.0,46428824
9,ADRA,BONY Asia 50 ADR TR USD,0,,00653H10
10,ADRA,BONY Asia 50 ADR TR USD,0,,46090C10
11,ADRD,BONY Developed Markets 100 ADR TR USD,0,,46090C20
12,ADRE,BONY Emerging Markets 50 ADR TR USD,0,,46090C30
13,ADRU,BONY Europe 100 ADR TR,0,,46090C40
14,AFK,MV GDP Africa NR USD,0,,92189F86
15,AFTY,FTSE CHINA A50 INDEX,0,,12649L10
16,AFTY,FTSE CHINA A50 INDEX,0,,69374H62
17,AGT,MSCI All Argentina 25/50 Index,1,2.0,46435G27
18,AIA,S&P Asia 50 TR USD,0,,46428843
19,AIQ,Indxx Artificial Intelligence & Big Data Index,0,,37954Y63
20,AIQ,Indxx Artificial Intelligence & Big Data Index,0,,01860630
21,AIRR,Richard Bernstein Advisors American Industrial Renaissance USD,0,,33738R70
22,ALFA,AlphaClone Hedge Fund Long/Short TR USD,0,,26922A30
23,ALTL,Lunt Capital U.S. Large Cap Equity Rotation Index,0,,69374H71
24,AMCA,Russell 1000 Pure Domestic Exposure Index,0,,46435G16
25,AMER,Emles American Manufacturing Index,0,,29136170
26,AMLP,Alerian MLP Infrastructure TR USD,0,,00162Q45
27,ANEW,MSCI Global Transformational Changes Index,0,,74347G79
28,ARGT,MSCI All Argentina 25/50 Index,1,1.0,37950E25
29,ARMR,Armor US Equity Index,0,,30151E76
30,ASEA,FTSE/Asean 40,0,,37950E64
31,ASHR,CSI 300 USD,0,,23305187
32,ASHS,China Securities 500 Index,0,,23305175
33,ASHX,CSI 300 USD Hedged Index,0,,23305152
34,AUSF,Adaptive Wealth Strategies U.S. Factor Index,0,,37954Y57
35,AWAY,Prime Travel Technology Index,0,,43739Q10
36,AWAY,Prime Travel Technology Index,0,,26924G77
37,AXJL,WisdomTree Asia Pacific Ex Japan TR USD,0,,97717W82
38,BBAX,Morningstar Developed Asia Pacific ex-Japan Target Market Exposure Index,0,,46641Q23
39,BBC,LifeSci Biotechnology Clinical Trials Index,0,,26923G30
40,BBCA,Canada,1,2.0,46641Q22
41,BBEU,Morningstar Developed Europe Target Market Exposure Index,0,,46641Q19
42,BBH,MV US Listed Biotech 25 NR USD,0,,92189F72
43,BBIN,Morningstar Developed Markets ex-North America Target Market Exposure Index,0,,46641Q37
44,BBJP,Japan,1,2.0,46641Q21
45,BBMC,Morningstar US Mid Cap Target Market Exposure Extended IndexSM,0,,46641Q34
46,BBP,LifeSci Biotechnology Products Index,0,,26923G20
47,BBSC,Morningstar US Small Cap Target Market Exposure Extended Index,0,,46641Q29
48,BBUS,Morningstar US Target Market Exposure Index,0,,46641Q39
49,BETZ,Roundhill Sports Betting & iGaming Index,0,,53656F78
50,BFIT,Indxx Global Health & Wellness Thematic Index,0,,37954Y79
51,BFOR,Barrons 400 TR USD,0,,00162Q72
52,BIBL,Inspire 100 Index,0,,66538H53
53,BICK,ISE BICK USD,0,,33733H10
54,BIZD,MV US Business Dvlpmnt Companies GR USD,0,,92189F41
55,BJK,MV Global Gaming NR USD,0,,92189F88
56,BKEM,Morningstar Emerging Markets Large Cap Index,0,,09661T50
57,BKIE,Morningstar Developed Markets ex-US Large Cap Index,0,,09661T40
58,BKLC,Morningstar US Large Cap Index,0,,09661T10
59,BKMC,Morningstar US Mid Cap Index,0,,09661T20
60,BKSE,Morningstar US Small Cap Index,0,,09661T30
61,BLCN,Reality Shares NASDAQ Blockchain Economy Index,0,,75605A70
62,BLCN,Reality Shares NASDAQ Blockchain Economy Index,0,,82965820
63,BLES,Inspire Global Hope Large Cap Equal Weight Index,0,,66538H65
64,BNE,Blue Horizon New Energy Economy 100 Index,0,,26922B30
65,BOSS,Solactive U.S. Founder-Run Companies Index,0,,37954Y68
66,BOTZ,Indxx Global Robotics & Artificial Intelligence Thematic Index,0,,37954Y71
67,BOUT,IBD Breakout Stocks Index,0,,45782C76
68,BRF,MV Brazil Small Cap NR USD,0,,92189F82
69,BTAL,DJ US Thematic Mkt Neut Anti-Beta TR USD,0,,00110G40
70,BTEC,NASDAQ U.S. Healthcare Innovators Index,0,,74255Y40
71,BUG,Indxx Cybersecurity Index,0,,37954Y38
72,BUL,S&P 900 Pure Growth Index,0,,69374H66
73,BUY,SummerHaven Private Equity Strategy Index,0,,90290T60
74,BUYN,SummerHaven Private Equity Natural Resources Strategy Index,0,,90290T70
75,BVAL,BrandTransact50 Index,0,,26922A69
76,CALF,Pacer US Small Cap Cash Cows Index,0,,69374H85
77,CARZ,NASDAQ OMX Global Automobile TR USD,0,,33734X30
78,CATH,S&P 500 Catholic Values Index,0,,37954Y88
79,CCON,Solactive Connected Consumer Index,0,,25460G72
80,CDC,CEMP U.S. Large Cap High Dividend 100 Long/Cash Volatility Weigh,0,,92647N82
81,CDL,CEMP US Large Cap High Dividend 100 Volatility Weighted Index,0,,92647N86
82,CEFA,S&P Developed ex-U.S. Catholic Values Index,0,,37954Y36
83,CEY,CEMP Emerging Market High Dividend 100 Volatility Weighted Index,0,,92647N80
84,CEZ,CEMP Emerging Market 500 Volatility Weighted Index,0,,92647N85
85,CFA,CEMP U.S. Large Cap 500 Volatility Weighted Index,0,,92647N76
86,CFO,CEMP U.S. Large Cap 500 Long/Cash Volatility Weighted Index,0,,92647N78
87,CGW,S&P Global Water NR,0,,46138E26
88,CGW,S&P Global Water NR,0,,18383Q50
89,CHB,Solactive China Biotech Innovation Index,0,,37954Y25
90,CHEP,DJ US Thematic Mkt Neut Value TR USD,0,,00110G20
91,CHGX,Change Finance Diversified Impact U.S. Large Cap Fossil Fuel Free Index,0,,26922A56
92,CHGX,Change Finance Diversified Impact U.S. Large Cap Fossil Fuel Free Index,0,,46144X10
93,CHIC,MSCI China Communication Services 10/50 Index,0,,37950E80
94,CHIE,Solactive China Energy TR USD,0,,37950E50
95,CHIH,MSCI China Health Care 10/50 Index,0,,37954Y54
96,CHII,Solactive China Industrials TR USD,0,,37950E70
97,CHIK,MSCI China Information Technology 10/50 Index,0,,37954Y53
98,CHIL,MSCI China Top 50 10/50 Index,0,,37954Y56
99,CHIM,Solactive China Materials TR USD,0,,37950E24
100,CHIQ,Solactive China Consumer TR USD,0,,37950E40
101,CHIR,MSCI China Real Estate 10/50 Index,0,,37960A68
102,CHIS,MSCI China Consumer Staples 10/50 Index,0,,37954Y55
103,CHIU,MSCI China Utilities 10/50 Index,0,,37954Y51
104,CHIX,Solactive China Financials TR USD,0,,37950E60
105,CHNA,Loncar China BioPharma Index,0,,73935B88
106,CHNA,Loncar China BioPharma Index,0,,26922A37
107,CIBR,Nasdaq CTA Cybersecurity Index,0,,33734X84
108,CID,CEMP International High Dividend 100 Volatility Weighted Index,0,,92647N88
109,CIL,CEMP International 500 Volatility Weighted Index,0,,92647N84
110,CIZ,CEMP International 500 Long/Cash Volatility Weighted Index,0,,92647N81
111,CLOU,Indxx Global Cloud Computing Index,0,,37954Y44
112,CLRG,NASDAQ Chaikin Power US Large Cap Index,0,,45409B38
113,CN,MSCI China All Shares Index,1,1.0,23305176
114,CNCR,Loncar Cancer Immunotherapy Index,0,,26922A82
115,CNHX,MSCI China A International with CNH 100% Hedged to USD Index,0,,12649L20
116,CNRG,S&PKensho Clean Power Index,0,,78468R65
117,CNXT,SME-ChiNext 100 Index,0,,92189F62
118,CNYA,MSCI China A International index,0,,46434V51
119,COPX,Solactive Global Copper Miners TR USD,0,,37954Y83
120,COWZ,Pacer US Cash Cows 100 Index,0,,69374H88
121,CQQQ,China Technology Sector,1,1.0,46138E80
122,CQQQ,China Technology Sector,1,1.0,18383Q13
123,CRAK,Market Vectors Global Oil Refiners Index,0,,92189F58
124,CRBN,MSCI ACWI Low Carbon Target Index,1,2.0,46434V46
125,CROP,IQ Global Agribusiness Small Cap TR USD,0,,45409B83
126,CSA,CEMP US Small Cap 500 Volatility Weighted Index,0,,92647N83
127,CSB,CEMP US Small Cap High Dividend 100 Volatility Weighted Index,0,,92647N87
128,CSD,Beacon Spin-Off TR USD,0,,46137V15
129,CSD,Beacon Spin-Off TR USD,0,,18383M60
130,CSF,CEMP U.S. Small Cap 500 Long/Cash Volatility Weighted Index,0,,92647N77
131,CSM,Credit Suisse 130/30 Large Cap USD,0,,74347R24
132,CSML,NASDAQ Chaikin Power US Small Cap Index,0,,45409B39
133,CTEC,Indxx Global CleanTech Index,0,,37954Y22
134,CUT,Beacon Global Timber USD,0,,46138E54
135,CUT,Beacon Global Timber USD,0,,18383Q87
136,CWI,MSCI ACWI ex-US Index,1,1.0,78463X84
137,CXSE,WisdomTree China ex-State-Owned Enterprises Index,0,,97717X71
138,CZA,Zacks Mid-Cap Core USD,0,,46137Y40
139,CZA,Zacks Mid-Cap Core USD,0,,18383M72
140,DALI,Nasdaq DorseyWright DALI 1 Index,0,,33738R71
141,DAX,DAX Index,0,,44053G20
142,DAX,DAX Index,0,,37954Y49
143,DBAW,MSCI ACWI ex USA US Dollar Hedged USD,0,,23305182
144,DBEF,MSCI EAFE 100% Hedged NR USD,0,,23305120
145,DBEM,MSCI EM 100% Hedged to USD,0,,23305110
146,DBEU,MSCI Europe US Dollar Hedged USD,0,,23305185
147,DBEZ,MSCI EMU IMI U.S. Dollar Hedged Index,0,,23305169
148,DBGR,MSCI Germany Hdg PR USD,0,,23305140
149,DBJP,MSCI Japan 100% Hedged NR USD,0,,23305150
150,DDIV,Dorsey Wright Momentum Plus Dividend Yield Index,0,,33738R69
151,DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity,0,,97717X27
152,DDWM,WisdomTree Dynamic Currency Hedged International Equity Index,0,,97717X26
153,DEEF,FTSE Developed ex US Comprehensive Factor Net Tax (US RIC) Index,0,,23305151
154,DEEP,Acquirers Deep Value Index,0,,26922A70
155,DEF,Sabrient Defensive Equity TR USD,0,,46138J77
156,DEF,Sabrient Defensive Equity TR USD,0,,18383M87
157,DEFA,MSCI EAFE Adaptive Hedge to USD Index,0,,46435G65
158,DEM,WisdomTree EM Equity Income TR USD,0,,97717W31
159,DEMZ,DEMZ Political Contribution Index,0,,00774Q34
160,DES,WisdomTree SmallCap Dividend TR USD,0,,97717W60
161,DEUS,Russell 1000 Comprehensive Factor Index,0,,23305148
162,DEW,WisdomTree Global Equity Income TR USD,0,,97717W87
163,DFE,WisdomTree Europe SC Dividend TR USD,0,,97717W86
164,DFJ,WisdomTree Japan SC Dividend TR USD,0,,97717W83
165,DFND,Reality Shares DIVCON Dividend Defender Index,0,,75605A50
166,DFND,Reality Shares DIVCON Dividend Defender Index,0,,82965840
167,DGRO,Morningstar US Dividend Growth Index,0,,46434V62
168,DGRS,WisdomTree US Sm Cap Div Growth TR USD,0,,97717X65
169,DGRW,WisdomTree U.S. Dividend Growth TR USD,0,,97717X66
170,DGS,WisdomTree EM SmallCap Dividend TR USD,0,,97717W28
171,DGT,DJ Global TR USD,0,,78464A70
172,DHDG,WisdomTree Dynamic Currency Hedged International Quality Dividen,0,,97717Y70
173,DHS,WisdomTree Equity Income TR USD,0,,97717W20
174,DIA,DJ Industrial Average TR USD,0,,78467X10
175,DIET,BlueStar Food and Agriculture Sustainability Index,0,,26922A18
176,DIM,WisdomTree Intl MidCap Dividend TR USD,0,,97717W77
177,DIV,INDXX SuperDividend US Low Volat TR USD,0,,37950E29
178,DIVA,INDXX Hedged Dividend Income Index,0,,00110G88
179,DIVB,Morningstar U.S. Dividend and Buyback Index,0,,46435U86
180,DJD,Dow Jones Industrial Average Yield Weighted,0,,18383M17
181,DJD,Dow Jones Industrial Average Yield Weighted,0,,46137V60
182,DLN,WisdomTree LargeCap Dividend TR USD,0,,97717W30
183,DLS,WisdomTree Intl SmallCap Dividend TR USD,0,,97717W76
184,DMDV,S&P Developed Ex-U.S. Dividend and Free Cash Flow Yield Index,0,,26922A34
185,DMXF,MSCI EAFE Choice ESG Screened Index,0,,46436E75
186,DNL,WisdomTree Global Ex Us Growth TR USD,0,,97717W84
187,DOGS,AI Dogs of the World ex US Total Return Index,0,,04276569
188,DOL,WisdomTree Intl LargeCap Dividend TR USD,0,,97717W79
189,DON,WisdomTree MidCap Dividend TR USD,0,,97717W50
190,DOO,WisdomTree Intl Dividend Ex Fincl TR USD,0,,97717W78
191,DRIV,Solactive Autonomous & Electric Vehicles Index,0,,37954Y62
192,DRIV,Solactive Autonomous & Electric Vehicles Index,0,,25388B10
193,DSI,MSCI KLD 400 Social GR USD,0,,46428857
194,DSTL,Distillate Fundamental Stability & Value Index,0,,26922A32
195,DSTX,Distillate International Fundamental Stability & Value Index,0,,26922B50
196,DTD,WisdomTree Dividend TR USD,0,,97717W10
197,DTEC,Indxx Disruptive Technologies Index,0,,00162Q47
198,DTH,WisdomTree DEFA Equity Income TR USD,0,,97717W80
199,DTN,WisdomTree Dividend Ex Financials TR USD,0,,97717W40
200,DUAL,North Shore Dual Share Class Index,0,,30150565
201,DURA,Morningstar US Dividend Valuation Index,0,,92189H10
202,DVEM,WisdomTree Emerging Markets Dividend Index,0,,97717X21
203,DVLU,Dorsey Wright Momentum Plus Value Index,0,,33741L20
204,DVOL,Dorsey Wright Momentum Plus Low Volatility Index,0,,33741L10
205,DVP,TWM Deep Value Index,0,,26922A70
206,DVY,DJ US Select Dividend TR USD,0,,46428716
207,DVYA,DJ Asia Pac Select Dividend 30 TR USD,0,,46428629
208,DVYE,DJ Emerging Markets Sel Dividend TR USD,0,,46428631
209,DWAQ,Dorsey Wright Technical leaders TR USD,0,,46137V82
210,DWAS,DorseyWright SmlCap Tech Leaders TR USD,0,,46138E84
211,DWCR,Dorsey Wright Country and Stock Momentum Index,0,,04276568
212,DWM,WisdomTree DEFA TR USD,0,,97717W70
213,DWPP,Nasdaq Dorsey Wright Peoples Portfolio Index,0,,33733E88
214,DWTR,Dorsey Wright Sector 4 Index,0,,46138E82
215,DWX,S&P Intl Dividend Opportunities TR USD,0,,78463X77
216,DXGE,WisdomTree Germany Hedged Equity USD,0,,97717W44
217,DXJ,WisdomTree Japan Hedged Equity TR USD,0,,97717W85
218,DXJS,WisdomTree Japan Hedged Sm Cap Eq TR USD,0,,97717W52
219,DYHG,Salt truVol US Large Cap Dynamic Hedge Index,0,,25460G74
220,EASG,MSCI Emerging Markets ESG Leaders Index,1,1.0,23305121
221,EBIZ,Solactive E-commerce Index,0,,37954Y46
222,EBLU,Tortoise Global Water ESG Index,0,,56167N75
223,ECH,MSCI Chile IMI 25-50 NR USD,0,,46428664
224,ECNS,MSCI China Small NR USD,0,,46429B20
225,ECON,DJ EM Consumer Titans 30 TR USD,0,,19762B50
226,ECOW,FTSE Emerging Markets Index,0,,69374H86
227,EDEN,MSCI Denmark IMI 25/50 NR USD,0,,46429B52
228,EDIV,S&P EM Dividend Opportunities TR USD,0,,78463X53
229,EDOC,Solactive Telemedicine & Digital Health Index,0,,37954Y28
230,EDOG,S-Network Emerging Sector Dividend Dogs USD,0,,00162Q66
231,EDOW,Dow Jones Industrial Average Equal Weight Index,0,,33733A20
232,EDUT,Indxx Global Education Thematic Index,0,,37960A71
233,EEB,BNY Mellon BRIC Select DR USD,0,,46137V20
234,EEB,BNY Mellon BRIC Select DR USD,0,,18383M10
235,EELV,S&P BMI EM Low Volatility TR USD,0,,46138E29
236,EEM,Emerging Markets,1,1.0,46428723
237,EEMA,MSCI EM Asia NR USD,0,,46428642
238,EEMD,S&P Emerging Markets Dividend and Free Cash Flow Yield Index,0,,26922A58
239,EEMO,S&P Momentum Emerging Plus LargeMidCap Index,0,,46138E28
240,EEMS,MSCI EM Small NR USD,0,,46428647
241,EEMV,MSCI EM Minimum Volatility (USD) NR USD,0,,46428653
242,EEMX,MSCI Emerging Markets ex Fossil Fuels Index,0,,78470E20
243,EES,WisdomTree SmallCap Earnings TR USD,0,,97717W56
244,EFA,MSCI EAFE NR USD,0,,46428746
245,EFAD,MSCI EAFE Dividend Masters Index,0,,74347B83
246,EFAS,MSCI EAFE Top 50 Dividend Index,0,,37954Y69
247,EFAV,MSCI EAFE Minimum Volatility NR USD,0,,46429B68
248,EFAX,MSCI EAFE ex Fossil Fuels Index,0,,78470E10
249,EFG,MSCI EAFE Growth NR USD,0,,46428888
250,EFIV,S&P 500 ESG Index,0,,78468R53
251,EFNL,MSCI Finland IMI 25/50 NR USD,0,,46429B51
252,EFV,MSCI EAFE Value NR USD,0,,46428887
253,EGPT,MV Egypt NR USD,0,,92189F77
254,EIDO,MSCI Indonesia IMI NR USD,0,,46429B30
255,EINC,MVIS North America Energy Infrastructure Index,0,,92189H87
256,EIRL,MSCI Ireland Capped NR USD,0,,46429B50
257,EIS,MSCI Israel Capped NR USD,0,,46428663
258,EKAR,Innovation Labs Next Generation Vehicles Index,0,,30150575
259,EMDV,MSCI Emerging Markets Dividend Masters Index,0,,74347B84
260,EMEM,Solactive Most Favored Nations Emerging Markets Index,0,,26923G83
261,EMFM,Solactive Next Emerging & Frontier USD,0,,37950E21
262,EMGF,MSCI Emerging Market Diversified Multiple-Factor Index,0,,46434G88
263,EMIF,S&P Emerging Markets Infrastructure TR,0,,46428821
264,EMQQ,The Emerging Markets Internet & Ecommerce Index,0,,30150588
265,EMSG,MSCI Emerging Markets ESG Leaders Index,1,2.0,23305122
266,EMTY,Solactive-ProShares Bricks and Mortar Retail Store Index,0,,74347B36
267,EMXC,MSCI Emerging Markets ex China Index,0,,46434G76
268,EMXF,MSCI Emerging Markets Choice ESG Screened 5% Issuer Capped Index,0,,46436E74
269,ENFR,Alerian Energy Infrastructure USD,0,,00162Q67
270,ENOR,MSCI Norway IMI 25/50 Index,1,2.0,46429B49
271,ENTR,Entrepreneur 30 Index,0,,29382880
272,ENTR,Entrepreneur 30 Index,0,,29384R10
273,ENZL,MSCI New Zealand IMI 25/50 NR USD,0,,46428912
274,EPHE,MSCI Philippines IMI NR USD,0,,46429B40
275,EPI,WisdomTree India Earnings TR USD,0,,97717W42
276,EPOL,MSCI Poland IMI 25/50 NR USD,0,,46429B60
277,EPP,MSCI Pacific Ex Japan NR USD,0,,46428666
278,EPRF,S&P U.S. High Quality Preferred Stock Index,0,,45783G20
279,EPRF,S&P U.S. High Quality Preferred Stock Index,0,,45783Y82
280,EPS,WisdomTree Earnings 500 TR USD,0,,97717W58
281,EPU,MSCI All Peru Capped NR USD,0,,46428984
282,EQAL,Russell 1000 Equal Weight Index,0,,46138E42
283,EQL,ML Equal Sector Weight USD,0,,00162Q20
284,EQRR,Nasdaq U.S. Large Cap Equities for Rising Rates Index,0,,74347B39
285,EQWL,Russell Top 200 Equal Weight Index,0,,46137V44
286,ERSX,Entrepreneur Non-US Small Cap Index,0,,29382888
287,ERUS,Russia,1,2.0,46429B70
288,ERUS,Russia,1,2.0,46434G79
289,ESG,STOXX US ESG Impact Index,0,,33939L69
290,ESGD,MSCI EAFE ESG Select Index,0,,46435G51
291,ESGE,MSCI Emerging Markets ESG Select Index,0,,46434G86
292,ESGF,OFI Revenue Weighted Global ESG Index,0,,68386C78
293,ESGF,OFI Revenue Weighted Global ESG Index,0,,46138G81
294,ESGG,STOXX Global ESG Impact Index,0,,33939L68
295,ESGL,OFI Revenue Weighted ESG Index,0,,68386C77
296,ESGL,OFI Revenue Weighted ESG Index,0,,46138J62
297,ESGN,Beta Advantage Sustainable International Equity Income 100 Index,0,,19761L20
298,ESGS,Beta Advantage Sustainable U.S. Equity Income 100 Index,0,,19761L30
299,ESGU,MSCI USA ESG Focus Index,0,,46435G42
300,ESGV,FTSE US All Cap Choice Index,0,,92191073
301,ESGW,Beta Advantage Sustainable Global Equity Income 200 Index,0,,19761L10
302,ESML,MSCI USA Small Cap Extended ESG Focus Index,0,,46435U66
303,ESNG,MSCI USA ESG Universal Top - Bottom 150/50 Return Spread Index,0,,25460G30
304,ESPO,MVIS Global Video Gaming and eSports Index,0,,92189F11
305,ETHO,Etho Climate Leadership Index,0,,26924G88
306,EUDG,WisdomTree Europe Dividend Growth Index,0,,97717X61
307,EUDV,MSCI Europe Dividend Masters Index,0,,74347B54
308,EUFN,MSCI Europe/Financials NR USD,0,,46428918
309,EUMV,MSCI Europe Minimum Volatility Index,0,,46434V72
310,EURZ,NASDAQ Eurozone Large Mid Cap Index,0,,23305156
311,EUSA,MSCI USA NR USD,0,,46428668
312,EUSC,WisdomTree Europe Hedged SmallCap Equity Index,0,,97717X55
313,EVX,NYSE Arca Environmental Services USD,0,,92189F30
314,EWA,Australia,1,1.0,46428610
315,EWC,Canada,1,1.0,46428650
316,EWCO,S&P 500 Equal Weight Communication Services Plus Index,0,,46137Y60
317,EWD,MSCI Sweden NR USD,0,,46428675
318,EWEB,Nasdaq CTA Emerging Markets Internet & E-commerce Index,0,,37960A69
319,EWEM,MSCI EM Equal Weighted NR USD,0,,78355W53
320,EWEM,MSCI EM Equal Weighted NR USD,0,,46138E55
321,EWG,Germany,1,1.0,46428680
322,EWGS,MSCI Germany Small Cap NR USD,0,,46429B46
323,EWH,Hong Kong,1,1.0,46428687
324,EWI,MSCI Italy 25/50 NR USD,0,,46434G83
325,EWJ,Japan,1,1.0,46434G82
326,EWJE,MSCI Japan Equal Weighted Index,0,,46435U38
327,EWJV,MSCI Japan Value Index,0,,46435U37
328,EWK,MSCI Belgium IMI 25/50 NR USD,0,,46428630
329,EWL,Switzerland,1,1.0,46428674
330,EWM,MSCI Malaysia NR USD,0,,46434G81
331,EWMC,S&P MidCap 400 Equal Weight Index,0,,78355W57
332,EWMC,S&P MidCap 400 Equal Weight Index,0,,46137V22
333,EWN,MSCI Netherlands IMI NR USD,0,,46428681
334,EWO,MSCI Austria IMI 25/50 NR USD,0,,46428620
335,EWP,MSCI Spain 25/50 TR USD,0,,46428676
336,EWQ,France,1,1.0,46428670
337,EWS,MSCI Singapore NR USD,0,,46434G78
338,EWSC,S&P SmallCap 600 Equal Weight Index,0,,78355W58
339,EWSC,S&P SmallCap 600 Equal Weight Index,0,,46137V18
340,EWT,Taiwan,1,1.0,46434G77
341,EWU,UK,1,1.0,46435G33
342,EWUS,MSCI UK Small Cap NR USD,0,,46429B41
343,EWW,Mexico,1,1.0,46428682
344,EWX,S&P EM Cap Rng<2 Bil TR USD,0,,78463X75
345,EWY,Korea,1,1.0,46428677
346,EWZ,Brazil,1,1.0,46428640
347,EWZS,MSCI Brazil Small NR USD,0,,46428913
348,EXI,S&P Global 1200 Sec/Industrials TR,0,,46428872
349,EXT,WisdomTree Earnings TR USD,0,,97717W59
350,EYLD,Cambria Emerging Shareholder Yield Index,0,,13206170
351,EZA,South Africa,1,1.0,46428678
352,EZM,WisdomTree MidCap Earnings TR USD,0,,97717W57
353,EZU,Eurozone,1,1.0,46428660
354,FAB,Defined Multi Cap Value TR USD,0,,33733C10
355,FAD,Defined Multi Cap Growth TR USD,0,,33733F10
356,FAN,ISE Global Wind Energy USD,0,,33736G10
357,FAUS,Defined Australia TR USD,0,,33737J21
358,FBT,NYSE Arca Biotechnology TR USD,0,,33733E20
